"rowid","time","location","happiness","unhappiness"
"606","2011-09-03 12:09:36","3","1","0"
"607","2011-09-03 12:09:37","5","1","0"
"608","2011-09-03 12:09:43","5","0","1"
"609","2011-09-03 12:09:45","3","1","0"
"610","2011-09-03 12:10:01","5","1","0"
"611","2011-09-03 12:10:08","3","0","1"
"612","2011-09-03 12:10:08","5","1","0"
"613","2011-09-03 12:10:25","5","1","0"
"614","2011-09-03 12:11:06","4","0","1"
"615","2011-09-03 12:11:15","4","1","0"
"616","2011-09-03 12:11:16","3","1","0"
"617","2011-09-03 12:11:22","4","1","0"
"618","2011-09-03 12:11:32","4","1","0"
"619","2011-09-03 12:11:40","5","1","0"
"620","2011-09-03 12:11:45","4","1","0"
"621","2011-09-03 12:12:01","4","1","0"
"622","2011-09-03 12:12:36","5","1","0"
"623","2011-09-03 12:13:09","1","1","0"
"624","2011-09-03 12:13:18","1","1","0"
"625","2011-09-03 12:13:21","4","1","0"
"626","2011-09-03 12:13:31","4","1","1"
"627","2011-09-03 12:13:38","1","1","0"
"628","2011-09-03 12:13:57","1","1","0"
"629","2011-09-03 12:14:07","4","1","0"
"630","2011-09-03 12:14:15","3","1","0"
"631","2011-09-03 12:14:16","4","1","0"
"632","2011-09-03 12:14:20","1","1","0"
"633","2011-09-03 12:14:39","3","1","0"
"634","2011-09-03 12:14:59","4","1","0"
"635","2011-09-03 12:15:21","4","2","0"
"636","2011-09-03 12:15:28","4","1","0"
"637","2011-09-03 12:16:22","1","1","0"
"638","2011-09-03 12:16:23","3","1","0"
"639","2011-09-03 12:16:26","5","1","0"
"640","2011-09-03 12:16:31","1","1","0"
"641","2011-09-03 12:17:16","1","1","0"
"642","2011-09-03 12:17:27","4","1","0"
"643","2011-09-03 12:17:29","5","1","0"
"644","2011-09-03 12:18:13","4","0","1"
"645","2011-09-03 12:18:32","1","1","0"
"646","2011-09-03 12:18:58","1","1","0"
"647","2011-09-03 12:19:08","1","1","0"
"648","2011-09-03 12:19:36","1","1","0"
"649","2011-09-03 12:19:47","4","1","0"
"650","2011-09-03 12:20:03","4","1","0"
"651","2011-09-03 12:21:29","1","1","0"
"652","2011-09-03 12:21:38","4","1","1"
"653","2011-09-03 12:21:39","1","1","0"
"654","2011-09-03 12:22:02","5","1","0"
"655","2011-09-03 12:22:03","1","1","0"
"656","2011-09-03 12:22:03","4","2","1"
"657","2011-09-03 12:22:13","1","1","0"
"658","2011-09-03 12:22:18","4","2","0"
"659","2011-09-03 12:22:41","5","1","0"
"660","2011-09-03 12:22:49","3","1","0"
"661","2011-09-03 12:23:10","4","1","0"
"662","2011-09-03 12:23:30","5","0","1"
"663","2011-09-03 12:23:31","4","1","0"
"664","2011-09-03 12:23:35","1","1","0"
"665","2011-09-03 12:23:37","3","1","0"
"666","2011-09-03 12:23:46","1","1","0"
"667","2011-09-03 12:23:48","4","1","0"
"668","2011-09-03 12:24:06","4","2","0"
"669","2011-09-03 12:24:16","4","1","1"
"670","2011-09-03 12:24:19","1","0","1"
"671","2011-09-03 12:24:32","1","1","0"
"672","2011-09-03 12:24:39","1","0","1"
"673","2011-09-03 12:24:40","4","2","0"
"674","2011-09-03 12:24:47","1","0","1"
"675","2011-09-03 12:24:49","5","1","0"
"676","2011-09-03 12:24:55","4","1","1"
"677","2011-09-03 12:25:21","1","1","0"
"678","2011-09-03 12:25:35","5","1","0"
"679","2011-09-03 12:25:52","3","0","1"
"680","2011-09-03 12:26:01","1","2","1"
"681","2011-09-03 12:26:12","1","0","1"
"682","2011-09-03 12:26:31","1","1","0"
"683","2011-09-03 12:27:06","1","0","1"
"684","2011-09-03 12:27:08","3","1","0"
"685","2011-09-03 12:27:16","1","1","0"
"686","2011-09-03 12:27:16","3","1","0"
"687","2011-09-03 12:27:16","4","1","3"
"688","2011-09-03 12:27:24","1","1","0"
"689","2011-09-03 12:27:34","4","1","2"
"690","2011-09-03 12:27:39","4","0","1"
"691","2011-09-03 12:27:43","1","1","0"
"692","2011-09-03 12:27:50","4","1","0"
"693","2011-09-03 12:27:53","1","1","1"
"694","2011-09-03 12:28:20","1","1","1"
"695","2011-09-03 12:28:36","1","1","1"
"696","2011-09-03 12:28:48","4","2","0"
"697","2011-09-03 12:29:31","3","2","0"
"698","2011-09-03 12:29:32","5","1","0"
"699","2011-09-03 12:29:45","3","1","0"
"700","2011-09-03 12:29:46","4","1","0"
"701","2011-09-03 12:30:07","3","0","1"
"702","2011-09-03 12:30:12","1","3","0"
"703","2011-09-03 12:30:15","3","0","1"
"704","2011-09-03 12:30:30","4","1","0"
"705","2011-09-03 12:30:37","1","1","1"
"706","2011-09-03 12:30:38","4","1","0"
"707","2011-09-03 12:31:06","4","1","0"
"708","2011-09-03 12:31:17","4","1","0"
"709","2011-09-03 12:31:34","5","1","0"
"710","2011-09-03 12:31:37","3","1","0"
"711","2011-09-03 12:31:53","4","1","0"
"712","2011-09-03 12:31:54","5","0","1"
"713","2011-09-03 12:32:00","3","1","0"
"714","2011-09-03 12:32:01","4","1","0"
"715","2011-09-03 12:32:10","4","1","0"
"716","2011-09-03 12:32:12","5","2","0"
"717","2011-09-03 12:32:31","3","1","0"
"718","2011-09-03 12:32:54","1","0","1"
"719","2011-09-03 12:32:58","5","1","2"
"720","2011-09-03 12:33:06","4","2","0"
"721","2011-09-03 12:33:07","5","1","1"
"722","2011-09-03 12:33:20","5","1","0"
"723","2011-09-03 12:33:42","4","1","0"
"724","2011-09-03 12:35:03","3","1","0"
"725","2011-09-03 12:35:13","3","1","0"
"726","2011-09-03 12:35:17","5","1","0"
"727","2011-09-03 12:35:40","4","1","0"
"728","2011-09-03 12:35:58","4","1","0"
"729","2011-09-03 12:36:08","3","1","0"
"730","2011-09-03 12:36:16","3","0","1"
"731","2011-09-03 12:36:22","3","1","0"
"732","2011-09-03 12:36:23","4","1","0"
"733","2011-09-03 12:36:31","3","0","1"
"734","2011-09-03 12:37:02","4","1","0"
"735","2011-09-03 12:37:06","1","2","0"
"736","2011-09-03 12:37:20","4","1","1"
"737","2011-09-03 12:37:24","3","1","0"
"738","2011-09-03 12:37:36","3","0","2"
"739","2011-09-03 12:38:01","1","0","1"
"740","2011-09-03 12:38:12","3","1","0"
"741","2011-09-03 12:38:12","4","2","0"
"742","2011-09-03 12:38:20","3","0","1"
"743","2011-09-03 12:38:20","4","1","0"
"744","2011-09-03 12:38:30","3","0","1"
"745","2011-09-03 12:38:36","3","1","0"
"746","2011-09-03 12:38:39","1","2","0"
"747","2011-09-03 12:38:45","3","1","0"
"748","2011-09-03 12:38:56","1","1","1"
"749","2011-09-03 12:39:12","4","1","0"
"750","2011-09-03 12:40:24","5","1","0"
"751","2011-09-03 12:40:38","1","1","1"
"752","2011-09-03 12:40:46","5","1","0"
"753","2011-09-03 12:40:47","1","2","0"
"754","2011-09-03 12:40:53","1","0","1"
"755","2011-09-03 12:40:59","1","1","0"
"756","2011-09-03 12:41:00","3","1","0"
"757","2011-09-03 12:41:07","1","1","0"
"758","2011-09-03 12:41:08","3","1","0"
"759","2011-09-03 12:41:09","4","1","0"
"760","2011-09-03 12:41:18","4","1","0"
"761","2011-09-03 12:41:44","1","1","0"
"762","2011-09-03 12:41:51","1","0","1"
"763","2011-09-03 12:41:55","4","1","0"
"764","2011-09-03 12:42:01","1","1","1"
"765","2011-09-03 12:42:10","4","0","1"
"766","2011-09-03 12:43:15","4","1","0"
"767","2011-09-03 12:43:23","4","2","0"
"768","2011-09-03 12:43:29","4","1","0"
"769","2011-09-03 12:43:37","4","0","1"
"770","2011-09-03 12:43:42","3","1","0"
"771","2011-09-03 12:43:43","4","1","0"
"772","2011-09-03 12:43:59","3","1","0"
"773","2011-09-03 12:44:59","1","1","0"
"774","2011-09-03 12:45:02","4","1","0"
"775","2011-09-03 12:45:14","1","1","0"
"776","2011-09-03 12:45:17","4","1","0"
"777","2011-09-03 12:45:20","1","1","0"
"778","2011-09-03 12:45:27","3","1","0"
"779","2011-09-03 12:45:43","3","0","1"
"780","2011-09-03 12:45:44","1","1","0"
"781","2011-09-03 12:45:46","5","1","0"
"782","2011-09-03 12:45:51","1","1","0"
"783","2011-09-03 12:45:57","3","1","0"
"784","2011-09-03 12:46:07","3","2","0"
"785","2011-09-03 12:46:15","1","1","0"
"786","2011-09-03 12:46:23","3","0","1"
"787","2011-09-03 12:46:28","4","1","0"
"788","2011-09-03 12:46:35","4","1","0"
"789","2011-09-03 12:46:40","4","1","0"
"790","2011-09-03 12:46:54","3","1","0"
"791","2011-09-03 12:47:03","5","1","0"
"792","2011-09-03 12:47:04","1","1","0"
"793","2011-09-03 12:47:14","1","1","0"
"794","2011-09-03 12:47:29","1","1","0"
"795","2011-09-03 12:47:38","4","0","1"
"796","2011-09-03 12:47:43","3","1","0"
"797","2011-09-03 12:48:20","3","0","1"
"798","2011-09-03 12:48:21","1","1","0"
"799","2011-09-03 12:48:28","3","0","1"
"800","2011-09-03 12:48:30","1","0","1"
"801","2011-09-03 12:48:41","1","2","0"
"802","2011-09-03 12:48:48","1","1","0"
"803","2011-09-03 12:48:53","1","1","0"
"804","2011-09-03 12:49:03","1","1","1"
"805","2011-09-03 12:49:11","1","1","0"
"806","2011-09-03 12:49:41","1","1","0"
"807","2011-09-03 12:49:48","1","0","1"
"808","2011-09-03 12:49:57","4","1","0"
"809","2011-09-03 12:50:27","1","1","0"
"810","2011-09-03 12:50:40","5","1","0"
"811","2011-09-03 12:50:47","1","0","1"
"812","2011-09-03 12:50:55","1","1","0"
"813","2011-09-03 12:50:59","4","1","0"
"814","2011-09-03 12:51:50","1","1","0"
"815","2011-09-03 12:51:51","4","1","0"
"816","2011-09-03 12:51:58","4","1","0"
"817","2011-09-03 12:52:06","5","1","0"
"818","2011-09-03 12:52:08","3","1","0"
"819","2011-09-03 12:52:14","3","1","0"
"820","2011-09-03 12:52:32","3","1","0"
"821","2011-09-03 12:52:55","4","1","0"
"822","2011-09-03 12:53:17","4","1","0"
"823","2011-09-03 12:53:24","3","0","1"
"824","2011-09-03 12:53:26","4","1","0"
"825","2011-09-03 12:53:37","4","1","1"
"826","2011-09-03 12:53:46","1","1","0"
"827","2011-09-03 12:54:33","4","2","0"
"828","2011-09-03 12:54:43","4","1","0"
"829","2011-09-03 12:54:53","1","1","1"
"830","2011-09-03 12:55:00","4","2","1"
"831","2011-09-03 12:55:16","4","0","1"
"832","2011-09-03 12:55:19","1","0","3"
"833","2011-09-03 12:55:32","5","1","0"
"834","2011-09-03 12:55:40","1","0","1"
"835","2011-09-03 12:55:41","4","1","0"
"836","2011-09-03 12:55:42","5","0","1"
"837","2011-09-03 12:56:01","3","2","0"
"838","2011-09-03 12:56:06","1","2","0"
"839","2011-09-03 12:56:12","3","1","0"
"840","2011-09-03 12:56:16","5","2","0"
"841","2011-09-03 12:56:35","4","1","0"
"842","2011-09-03 12:56:35","3","1","0"
"843","2011-09-03 12:56:36","1","1","0"
"844","2011-09-03 12:56:53","5","1","0"
"845","2011-09-03 12:56:59","5","1","0"
"846","2011-09-03 12:57:02","4","1","0"
"847","2011-09-03 12:57:37","3","1","0"
"848","2011-09-03 12:57:40","4","1","0"
"849","2011-09-03 12:57:56","4","1","0"
"850","2011-09-03 12:58:10","4","1","0"
"851","2011-09-03 12:58:11","1","1","0"
"852","2011-09-03 12:58:19","1","0","1"
"853","2011-09-03 12:58:22","5","1","0"
"854","2011-09-03 12:58:27","1","1","0"
"855","2011-09-03 12:58:31","4","0","1"
"856","2011-09-03 12:59:15","4","1","0"
"857","2011-09-03 12:59:25","4","0","1"
"858","2011-09-03 12:59:59","1","1","0"
"859","2011-09-03 13:00:06","4","0","1"
"860","2011-09-03 13:00:16","4","1","0"
"861","2011-09-03 13:00:18","3","1","0"
"862","2011-09-03 13:02:07","4","1","0"
"863","2011-09-03 13:02:12","1","1","0"
"864","2011-09-03 13:02:19","3","1","0"
"865","2011-09-03 13:02:21","1","1","1"
"866","2011-09-03 13:02:34","3","1","0"
"867","2011-09-03 13:02:54","4","1","0"
"868","2011-09-03 13:03:01","3","1","0"
"869","2011-09-03 13:03:31","4","1","0"
"870","2011-09-03 13:03:49","1","1","0"
"871","2011-09-03 13:04:12","5","1","0"
"872","2011-09-03 13:04:16","1","1","1"
"873","2011-09-03 13:04:24","1","2","0"
"874","2011-09-03 13:04:28","5","1","0"
"875","2011-09-03 13:04:38","5","1","1"
"876","2011-09-03 13:04:42","4","1","0"
"877","2011-09-03 13:05:15","4","1","0"
"878","2011-09-03 13:05:25","4","1","1"
"879","2011-09-03 13:05:40","4","1","0"
"880","2011-09-03 13:05:48","3","1","0"
"881","2011-09-03 13:06:07","4","1","0"
"882","2011-09-03 13:06:29","5","1","0"
"883","2011-09-03 13:06:30","4","2","0"
"884","2011-09-03 13:06:38","4","0","1"
"885","2011-09-03 13:07:01","4","1","1"
"886","2011-09-03 13:07:10","4","1","0"
"887","2011-09-03 13:07:49","1","1","0"
"888","2011-09-03 13:07:55","4","2","1"
"889","2011-09-03 13:07:57","3","1","0"
"890","2011-09-03 13:08:06","5","1","0"
"891","2011-09-03 13:08:08","1","1","0"
"892","2011-09-03 13:08:13","4","1","0"
"893","2011-09-03 13:08:23","4","1","1"
"894","2011-09-03 13:08:30","4","0","1"
"895","2011-09-03 13:08:58","4","1","0"
"896","2011-09-03 13:09:03","4","1","0"
"897","2011-09-03 13:09:11","1","1","0"
"898","2011-09-03 13:09:20","4","1","1"
"899","2011-09-03 13:09:21","1","0","1"
"900","2011-09-03 13:09:37","5","1","0"
"901","2011-09-03 13:09:52","1","1","0"
"902","2011-09-03 13:10:11","1","2","0"
"903","2011-09-03 13:10:33","4","1","0"
"904","2011-09-03 13:10:34","3","0","1"
"905","2011-09-03 13:11:16","1","0","2"
"906","2011-09-03 13:11:18","4","1","0"
"907","2011-09-03 13:11:22","1","1","0"
"908","2011-09-03 13:11:28","4","1","0"
"909","2011-09-03 13:11:41","4","1","0"
"910","2011-09-03 13:12:01","3","1","0"
"911","2011-09-03 13:12:20","1","2","0"
"912","2011-09-03 13:12:34","3","1","0"
"913","2011-09-03 13:12:36","1","1","0"
"914","2011-09-03 13:12:44","1","1","0"
"915","2011-09-03 13:13:17","1","1","0"
"916","2011-09-03 13:13:35","4","1","0"
"917","2011-09-03 13:13:50","4","1","1"
"918","2011-09-03 13:14:04","4","1","0"
"919","2011-09-03 13:14:07","1","1","1"
"920","2011-09-03 13:14:15","1","1","0"
"921","2011-09-03 13:15:02","1","1","0"
"922","2011-09-03 13:15:06","4","1","0"
"923","2011-09-03 13:15:12","1","1","0"
"924","2011-09-03 13:15:15","3","1","0"
"925","2011-09-03 13:15:24","3","1","0"
"926","2011-09-03 13:15:35","4","1","0"
"927","2011-09-03 13:15:37","1","1","0"
"928","2011-09-03 13:15:41","4","0","1"
"929","2011-09-03 13:15:43","1","0","1"
"930","2011-09-03 13:15:51","4","1","0"
"931","2011-09-03 13:15:53","1","0","1"
"932","2011-09-03 13:15:57","5","1","0"
"933","2011-09-03 13:16:04","5","1","0"
"934","2011-09-03 13:16:20","1","1","0"
"935","2011-09-03 13:16:29","1","0","2"
"936","2011-09-03 13:16:37","1","0","2"
"937","2011-09-03 13:16:44","1","1","0"
"938","2011-09-03 13:16:51","1","1","0"
"939","2011-09-03 13:17:08","1","2","0"
"940","2011-09-03 13:17:10","5","1","0"
"941","2011-09-03 13:17:22","3","0","1"
"942","2011-09-03 13:17:29","3","1","0"
"943","2011-09-03 13:17:33","1","1","0"
"944","2011-09-03 13:17:48","3","0","1"
"945","2011-09-03 13:17:49","1","0","1"
"946","2011-09-03 13:18:00","4","1","0"
"947","2011-09-03 13:18:01","3","1","0"
"948","2011-09-03 13:18:35","1","0","1"
"949","2011-09-03 13:19:03","3","0","1"
"950","2011-09-03 13:19:08","4","0","2"
"951","2011-09-03 13:19:17","3","1","0"
"952","2011-09-03 13:19:24","3","1","0"
"953","2011-09-03 13:19:25","1","1","1"
"954","2011-09-03 13:19:27","5","2","0"
"955","2011-09-03 13:19:29","4","0","1"
"956","2011-09-03 13:19:33","3","1","0"
"957","2011-09-03 13:19:34","1","1","1"
"958","2011-09-03 13:19:36","5","1","0"
"959","2011-09-03 13:19:43","1","2","0"
"960","2011-09-03 13:19:45","5","1","0"
"961","2011-09-03 13:19:49","1","1","0"
"962","2011-09-03 13:19:53","5","1","0"
"963","2011-09-03 13:19:55","1","1","0"
"964","2011-09-03 13:20:26","1","1","0"
"965","2011-09-03 13:20:26","3","0","1"
"966","2011-09-03 13:20:44","1","1","0"
"967","2011-09-03 13:20:54","3","1","0"
"968","2011-09-03 13:21:54","3","1","0"
"969","2011-09-03 13:22:29","5","1","0"
"970","2011-09-03 13:23:01","1","1","0"
"971","2011-09-03 13:23:28","1","1","0"
"972","2011-09-03 13:23:38","5","0","1"
"973","2011-09-03 13:23:43","5","1","0"
"974","2011-09-03 13:23:53","5","1","1"
"975","2011-09-03 13:24:02","5","1","0"
"976","2011-09-03 13:24:14","1","0","1"
"977","2011-09-03 13:24:38","1","1","0"
"978","2011-09-03 13:25:03","4","1","0"
"979","2011-09-03 13:25:12","4","0","1"
"980","2011-09-03 13:25:25","1","1","0"
"981","2011-09-03 13:25:30","4","1","0"
"982","2011-09-03 13:25:34","1","1","0"
"983","2011-09-03 13:25:41","4","2","0"
"984","2011-09-03 13:25:42","1","2","0"
"985","2011-09-03 13:25:51","4","1","0"
"986","2011-09-03 13:25:52","1","1","0"
"987","2011-09-03 13:26:00","4","1","0"
"988","2011-09-03 13:26:01","1","1","1"
"989","2011-09-03 13:26:07","4","1","0"
"990","2011-09-03 13:26:08","1","1","0"
"991","2011-09-03 13:26:14","4","0","1"
"992","2011-09-03 13:26:15","1","1","0"
"993","2011-09-03 13:26:22","4","1","0"
"994","2011-09-03 13:26:23","1","1","1"
"995","2011-09-03 13:26:31","1","1","0"
"996","2011-09-03 13:26:40","1","1","0"
"997","2011-09-03 13:26:48","1","1","0"
"998","2011-09-03 13:27:12","1","1","0"
"999","2011-09-03 13:27:27","1","1","1"
"1000","2011-09-03 13:27:28","4","1","0"
"1001","2011-09-03 13:27:34","1","1","0"
"1002","2011-09-03 13:27:49","5","2","0"
"1003","2011-09-03 13:27:58","3","1","0"
"1004","2011-09-03 13:28:08","3","0","1"
"1005","2011-09-03 13:28:24","3","2","1"
"1006","2011-09-03 13:28:31","3","1","0"
"1007","2011-09-03 13:29:01","4","2","0"
"1008","2011-09-03 13:29:06","3","0","1"
"1009","2011-09-03 13:29:08","4","1","1"
"1010","2011-09-03 13:29:17","3","0","1"
"1011","2011-09-03 13:29:20","5","1","0"
"1012","2011-09-03 13:29:23","3","0","1"
"1013","2011-09-03 13:29:42","3","2","0"
"1014","2011-09-03 13:29:51","3","0","1"
"1015","2011-09-03 13:30:00","3","0","1"
"1016","2011-09-03 13:30:17","4","2","0"
"1017","2011-09-03 13:30:18","1","1","0"
"1018","2011-09-03 13:30:28","1","1","0"
"1019","2011-09-03 13:30:51","1","1","0"
"1020","2011-09-03 13:31:00","1","1","0"
"1021","2011-09-03 13:31:07","4","1","1"
"1022","2011-09-03 13:31:16","4","0","1"
"1023","2011-09-03 13:32:19","4","1","0"
"1024","2011-09-03 13:32:28","4","1","0"
"1025","2011-09-03 13:32:49","1","3","6"
"1026","2011-09-03 13:32:55","1","0","2"
"1027","2011-09-03 13:32:58","4","0","3"
"1028","2011-09-03 13:33:03","1","0","1"
"1029","2011-09-03 13:33:12","1","0","1"
"1030","2011-09-03 13:33:23","1","0","3"
"1031","2011-09-03 13:33:41","5","1","0"
"1032","2011-09-03 13:34:05","3","1","1"
"1033","2011-09-03 13:34:21","1","1","0"
"1034","2011-09-03 13:34:41","1","1","1"
"1035","2011-09-03 13:34:41","4","0","1"
"1036","2011-09-03 13:34:50","4","1","0"
"1037","2011-09-03 13:35:25","4","1","0"
"1038","2011-09-03 13:35:34","4","1","0"
"1039","2011-09-03 13:35:42","4","1","0"
"1040","2011-09-03 13:35:52","3","1","0"
"1041","2011-09-03 13:36:11","4","0","1"
"1042","2011-09-03 13:36:25","1","1","0"
"1043","2011-09-03 13:36:31","4","0","1"
"1044","2011-09-03 13:36:42","1","1","1"
"1045","2011-09-03 13:36:48","4","1","0"
"1046","2011-09-03 13:36:51","1","0","2"
"1047","2011-09-03 13:37:02","1","1","2"
"1048","2011-09-03 13:37:03","4","1","0"
"1049","2011-09-03 13:37:05","3","1","0"
"1050","2011-09-03 13:37:08","1","0","1"
"1051","2011-09-03 13:37:12","3","1","0"
"1052","2011-09-03 13:37:18","1","2","0"
"1053","2011-09-03 13:37:19","3","1","0"
"1054","2011-09-03 13:37:27","3","0","1"
"1055","2011-09-03 13:37:28","1","2","0"
"1056","2011-09-03 13:37:38","1","1","1"
"1057","2011-09-03 13:37:44","1","0","1"
"1058","2011-09-03 13:37:53","4","1","0"
"1059","2011-09-03 13:37:55","1","0","1"
"1060","2011-09-03 13:37:56","5","1","0"
"1061","2011-09-03 13:38:04","1","1","1"
"1062","2011-09-03 13:38:04","4","1","1"
"1063","2011-09-03 13:38:10","4","1","0"
"1064","2011-09-03 13:38:12","1","1","0"
"1065","2011-09-03 13:38:32","1","0","2"
"1066","2011-09-03 13:38:39","3","1","0"
"1067","2011-09-03 13:38:42","1","1","1"
"1068","2011-09-03 13:38:45","3","1","0"
"1069","2011-09-03 13:38:49","1","0","2"
"1070","2011-09-03 13:40:03","1","0","1"
"1071","2011-09-03 13:40:14","4","1","0"
"1072","2011-09-03 13:40:16","5","0","1"
"1073","2011-09-03 13:40:26","5","1","0"
"1074","2011-09-03 13:41:01","5","2","2"
"1075","2011-09-03 13:41:18","1","1","0"
"1076","2011-09-03 13:41:23","5","0","1"
"1077","2011-09-03 13:41:55","5","1","0"
"1078","2011-09-03 13:42:27","1","1","1"
"1079","2011-09-03 13:42:43","1","0","1"
"1080","2011-09-03 13:42:52","1","1","0"
"1081","2011-09-03 13:42:53","4","2","1"
"1082","2011-09-03 13:42:57","3","1","0"
"1083","2011-09-03 13:43:04","4","2","1"
"1084","2011-09-03 13:43:20","4","1","0"
"1085","2011-09-03 13:43:27","1","2","0"
"1086","2011-09-03 13:43:41","1","1","1"
"1087","2011-09-03 13:43:46","4","1","0"
"1088","2011-09-03 13:43:49","1","0","1"
"1089","2011-09-03 13:44:01","3","1","0"
"1090","2011-09-03 13:44:06","1","1","1"
"1091","2011-09-03 13:44:15","1","1","0"
"1092","2011-09-03 13:44:31","1","1","0"
"1093","2011-09-03 13:44:38","3","1","0"
"1094","2011-09-03 13:44:40","1","2","0"
"1095","2011-09-03 13:44:43","3","1","0"
"1096","2011-09-03 13:44:53","3","0","1"
"1097","2011-09-03 13:44:56","5","1","0"
"1098","2011-09-03 13:44:58","1","1","2"
"1099","2011-09-03 13:45:00","3","1","0"
"1100","2011-09-03 13:45:09","3","1","0"
"1101","2011-09-03 13:45:10","1","1","1"
"1102","2011-09-03 13:45:16","4","1","0"
"1103","2011-09-03 13:45:17","1","1","0"
"1104","2011-09-03 13:45:32","4","2","0"
"1105","2011-09-03 13:45:36","1","1","0"
"1106","2011-09-03 13:45:44","4","2","0"
"1107","2011-09-03 13:45:49","1","0","1"
"1108","2011-09-03 13:45:57","1","2","0"
"1109","2011-09-03 13:46:01","5","1","1"
"1110","2011-09-03 13:46:02","4","1","0"
"1111","2011-09-03 13:46:14","1","0","1"
"1112","2011-09-03 13:46:25","1","1","1"
"1113","2011-09-03 14:23:23","5","14","4"
"1114","2011-09-03 14:23:25","3","18","6"
"1115","2011-09-03 14:23:27","4","62","16"
"1116","2011-09-03 14:24:03","4","1","0"
"1117","2011-09-03 14:24:22","5","0","1"
"1118","2011-09-03 14:24:24","4","2","0"
"1119","2011-09-03 14:24:24","1","1","0"
"1120","2011-09-03 14:24:40","4","3","0"
"1121","2011-09-03 14:24:49","4","2","0"
"1122","2011-09-03 14:24:59","3","1","0"
"1123","2011-09-03 14:25:06","4","2","0"
"1124","2011-09-03 14:25:13","4","2","0"
"1125","2011-09-03 14:25:21","4","2","0"
"1126","2011-09-03 14:25:26","5","1","0"
"1127","2011-09-03 14:25:27","4","1","0"
"1128","2011-09-03 14:25:31","3","1","0"
"1129","2011-09-03 14:25:35","5","0","1"
"1130","2011-09-03 14:25:40","3","1","1"
"1131","2011-09-03 14:25:41","5","1","0"
"1132","2011-09-03 14:25:50","3","1","1"
"1133","2011-09-03 14:25:58","5","1","0"
"1134","2011-09-03 14:26:13","4","3","0"
"1135","2011-09-03 14:26:31","3","1","0"
"1136","2011-09-03 14:26:47","4","2","0"
"1137","2011-09-03 14:27:08","1","1","1"
"1138","2011-09-03 14:27:08","4","5","0"
"1139","2011-09-03 14:27:14","4","1","0"
"1140","2011-09-03 14:27:23","4","2","0"
"1141","2011-09-03 14:27:38","4","1","0"
"1142","2011-09-03 14:27:46","4","1","0"
"1143","2011-09-03 14:27:53","4","1","0"
"1144","2011-09-03 14:27:58","1","0","1"
"1145","2011-09-03 14:28:01","4","1","0"
"1146","2011-09-03 14:28:08","4","1","0"
"1147","2011-09-03 14:28:09","3","1","0"
"1148","2011-09-03 14:28:18","4","1","0"
"1149","2011-09-03 14:28:19","3","0","1"
"1150","2011-09-03 14:28:20","1","1","0"
"1151","2011-09-03 14:28:27","4","2","0"
"1152","2011-09-03 14:28:34","5","1","0"
"1153","2011-09-03 14:28:37","3","1","0"
"1154","2011-09-03 14:28:44","4","2","0"
"1155","2011-09-03 14:29:16","1","1","0"
"1156","2011-09-03 14:29:36","3","0","1"
"1157","2011-09-03 14:29:52","3","1","0"
"1158","2011-09-03 14:30:08","5","0","1"
"1159","2011-09-03 14:30:15","3","1","0"
"1160","2011-09-03 14:30:47","3","1","0"
"1161","2011-09-03 14:31:08","1","1","1"
"1162","2011-09-03 14:31:15","1","1","0"
"1163","2011-09-03 14:31:20","3","1","0"
"1164","2011-09-03 14:31:22","1","1","1"
"1165","2011-09-03 14:31:36","3","1","0"
"1166","2011-09-03 14:31:44","3","1","0"
"1167","2011-09-03 14:31:57","4","1","0"
"1168","2011-09-03 14:32:09","4","1","0"
"1169","2011-09-03 14:32:17","4","1","0"
"1170","2011-09-03 14:32:18","3","1","0"
"1171","2011-09-03 14:32:19","1","2","0"
"1172","2011-09-03 14:32:24","4","1","0"
"1173","2011-09-03 14:32:32","4","1","0"
"1174","2011-09-03 14:32:34","3","1","0"
"1175","2011-09-03 14:32:43","4","2","1"
"1176","2011-09-03 14:32:51","4","1","1"
"1177","2011-09-03 14:33:01","4","1","0"
"1178","2011-09-03 14:33:08","4","0","1"
"1179","2011-09-03 14:33:14","3","0","1"
"1180","2011-09-03 14:33:17","4","1","0"
"1181","2011-09-03 14:33:28","4","0","2"
"1182","2011-09-03 14:33:39","4","1","0"
"1183","2011-09-03 14:34:06","4","1","0"
"1184","2011-09-03 14:34:09","5","1","1"
"1185","2011-09-03 14:34:27","4","0","1"
"1186","2011-09-03 14:34:35","4","0","1"
"1187","2011-09-03 14:34:52","3","1","0"
"1188","2011-09-03 14:35:03","3","0","1"
"1189","2011-09-03 14:35:17","1","0","1"
"1190","2011-09-03 14:35:18","4","1","1"
"1191","2011-09-03 14:35:26","1","1","0"
"1192","2011-09-03 14:35:32","4","1","1"
"1193","2011-09-03 14:35:37","1","2","0"
"1194","2011-09-03 14:35:41","4","1","0"
"1195","2011-09-03 14:35:48","4","1","0"
"1196","2011-09-03 14:35:54","4","1","0"
"1197","2011-09-03 14:35:55","3","1","0"
"1198","2011-09-03 14:35:57","1","0","1"
"1199","2011-09-03 14:36:00","4","1","0"
"1200","2011-09-03 14:36:02","3","0","1"
"1201","2011-09-03 14:36:03","1","1","0"
"1202","2011-09-03 14:36:08","4","1","0"
"1203","2011-09-03 14:36:10","3","1","0"
